"Country","Target Country","Target City"
"USA","BURMA","MYITKYINA"
"USA","BURMA","MYITKYINA"
"USA","BURMA","MYITKYINA"
"USA","BURMA","MYITKYINA"
"USA","BURMA","MYITKYINA"
"USA","BURMA","MYITKYINA"
"USA","BURMA","MYITKYINA"
"USA","CAROLINE ISLANDS","WOLEAI ISLAND"
"USA","CAROLINE ISLANDS","WOLEAI ISLAND"
"USA","CHINA","WUCHANG"
"USA","CHINA","WUCHANG"
"USA","NEW GUINEA","BOIKEN"
"USA","CELEBES ISLANDS","BATJAN ISLAND"
"USA","FRENCH INDO CHINA","CAMPHA FORT"
"USA","FRENCH INDO CHINA","HUNG YEN"
"USA","NEW GUINEA","MATAPAU"
"USA","FRENCH INDO CHINA","HANDI"
"USA","CELEBES ISLANDS","BOELA"
"USA","NEW GUINEA","BIAK"
"USA","NEW GUINEA","BIAK"
"USA","NEW GUINEA","BIAK"
"USA","NEW GUINEA","BIAK"
"USA","NEW GUINEA","BABO"
"USA","NEW GUINEA","ALEXISHAFEN"
"USA","CELEBES ISLANDS","GALELA"
"USA","CELEBES ISLANDS","GALELA"
"USA","MARIANAS ISLANDS","TINIAN"
"USA","CELEBES ISLANDS","GALELA"
"USA","MARIANAS ISLANDS","TINIAN"
"USA","CAROLINE ISLANDS","WOLEAI ISLAND"
"USA","BORNEO","TAWAU"
"USA","PHILIPPINE ISLANDS","BAGUIO"
"USA","BURMA","NAKYEH"
"USA","BURMA","SWA"
"USA","BURMA","KYAUKPADAUNG"
"USA","BURMA","HAIPU"
"USA","BURMA","HAI HSENG"
"USA","PHILIPPINE ISLANDS","BATAAN"
"USA","JAPAN","TOKYO"
"USA","JAPAN","HAMAMATSU"
"USA","CAROLINE ISLANDS","PARAM ISLAND"
"USA","BORNEO","MANGGAR"
"USA","PHILIPPINE ISLANDS","CORREGIDOR"
"USA","BURMA","MANSANG"
"USA","BURMA","NYAUNGU"
"USA","BURMA","MYITSON"
"USA","BURMA","MYITSON"
"USA","BURMA","MYITSON"
"USA","BURMA","NYAUNGU"
"USA","NEW GUINEA","MANSINAM ISLAND"
"USA","BURMA","HPAYE"
"USA","BURMA","HSENWI"
"USA","BURMA","HSENWI"
"USA","BURMA","MONGLONG"
"USA","BURMA","MONGLONG"
"USA","BURMA","MONGLONG"
"USA","BURMA","HSENWI"
"USA","BURMA","HSENWI"
"USA","BURMA","NALANG"
"USA","BURMA","HONWO"
"USA","BURMA","NALANG"
"USA","BURMA","MYITSON"
"USA","PHILIPPINE ISLANDS","CORREGIDOR"
"USA","PHILIPPINE ISLANDS","BAGABAG"
"USA","PHILIPPINE ISLANDS","LUZON"
"USA","PHILIPPINE ISLANDS","BATAAN"
"USA","BURMA","NALANG"
"USA","BURMA","CHAUK"
"USA","PHILIPPINE ISLANDS","FORT STOTSENBUR"
"NEW ZEALAND","NEW IRELAND","KAVIENG SWEEP"
"NEW ZEALAND","NEW IRELAND","NEW IRELAND SWEEP"
"USA","PHILIPPINE ISLANDS","SASA"
"USA","BURMA","HAIPU"
"USA","JAPAN","TOKYO"
"USA","BURMA","NALANG"
"USA","CAROLINE ISLANDS","TRUK DUBLON IS"
"USA","CAROLINE ISLANDS","ETEN ISLAND"
"USA","BORNEO","MIRI"
"USA","PHILIPPINE ISLANDS","MINDANAO"
"USA","PHILIPPINE ISLANDS","MANILA"
"USA","PHILIPPINE ISLANDS","CORREGIDOR"
"USA","AUSTRIA","ST VALENTIN"
"USA","AUSTRIA","ST VALENTIN"
"USA","AUSTRIA","ST VALENTIN"
"USA","AUSTRIA","ST VALENTIN"
"USA","AUSTRIA","BRUCK"
"USA","AUSTRIA","LINZ"
"USA","AUSTRIA","LINZ"
"USA","AUSTRIA","ST VALENTIN"
"USA","AUSTRIA","ST VALENTIN"
"USA","AUSTRIA","ST VALENTIN"
"USA","AUSTRIA","ST VALENTIN"
"USA","AUSTRIA","LINZ"
"USA","AUSTRIA","LINZ"
"USA","AUSTRIA","LINZ"
"USA","AUSTRIA","LINZ"
"USA","AUSTRIA","LINZ"
"USA","AUSTRIA","LINZ"
"USA","AUSTRIA","KLAGENFURT"
"USA","AUSTRIA","LINZ"
"USA","GERMANY","FRANKFURT AM MAIN"
"USA","GERMANY","FRANKFURT AM MAIN"
"USA","GERMANY","FRANKFURT AM MAIN"
"USA","GERMANY","FRANKFURT AM MAIN"
"USA","GERMANY","FRANKFURT AM MAIN"
"USA","GERMANY","FRANKFURT AM MAIN"
"USA","GERMANY","FRANKFURT AM MAIN"
"USA","GERMANY","FRANKFURT AM MAIN"
"USA","GERMANY","FRANKFURT AM MAIN"
"USA","GERMANY","FRANKFURT AM MAIN"
"USA","GERMANY","GIESSEN"
"USA","GERMANY","GIESSEN"
"USA","GERMANY","GIESSEN"
"USA","GERMANY","FRANKFURT AM MAIN"
"USA","GERMANY","FRANKFURT AM MAIN"
"USA","GERMANY","HANAU"
"USA","GERMANY","FRANKFURT AM MAIN"
"USA","GERMANY","FRANKFURT AM MAIN"
"USA","GERMANY","FRANKFURT AM MAIN"
"USA","GERMANY","FRANKFURT AM MAIN"
"USA","GERMANY","FRANKFURT AM MAIN"
"USA","GERMANY","FRANKFURT AM MAIN"
"USA","GERMANY","FRANKFURT AM MAIN"
"USA","GERMANY","FRANKFURT AM MAIN"
"USA","GERMANY","FRANKFURT AM MAIN"
"USA","GERMANY","FRANKFURT AM MAIN"
"USA","GERMANY","FRANKFURT AM MAIN"
"USA","GERMANY","GIESSEN"
"GREAT BRITAIN","GERMANY","GLADBACH"
"USA","ITALY","SAPRI"
"USA","ITALY","SAPRI"
"USA","ITALY","SAPRI"
"USA","ITALY","SAPRI"
"USA","ITALY","SAPRI"
"USA","ITALY","SAPRI"
"USA","ITALY","SAPRI"
"USA","ITALY","SAPRI"
"USA","ITALY","SALERNO"
"USA","ITALY","SALERNO"
"USA","ITALY","SAPRI"
"USA","ITALY","SAPRI"
"USA","ITALY","SAPRI"
"USA","ITALY","SAPRI"
"USA","ITALY","SALERNO"
"USA","ITALY","SALERNO"
"USA","ITALY","SALERNO"
"USA","ITALY","SALERNO"
"USA","ITALY","SALERNO"
"USA","ITALY","SALERNO"
"USA","ITALY","FOGGIA"
"USA","ITALY","FOGGIA"
"USA","ITALY","FOGGIA"
"USA","ITALY","FOGGIA"
"USA","ITALY","FOGGIA"
"USA","ITALY","FOGGIA"
"USA","ITALY","FOGGIA"
"USA","ITALY","FOGGIA"
"USA","ITALY","FOGGIA"
"USA","ITALY","FOGGIA"
"USA","ITALY","FOGGIA"
"USA","ITALY","FOGGIA"
"USA","ITALY","FOGGIA"
"USA","ITALY","FOGGIA"
"USA","ITALY","FOGGIA"
"USA","ITALY","FOGGIA"
"USA","ITALY","FOGGIA"
"USA","ITALY","FOGGIA"
"USA","ITALY","FOGGIA"
"USA","ITALY","FOGGIA"
"USA","ITALY","FOGGIA"
"USA","ITALY","FOGGIA"
"USA","ITALY","FOGGIA"
"USA","ITALY","FOGGIA"
"USA","ITALY","FOGGIA"
"USA","ITALY","FOGGIA"
"USA","ITALY","FOGGIA"
"USA","ITALY","FOGGIA"
"USA","BURMA","RANGE"
"USA","BURMA","RANGE"
"USA","BURMA","MYINGYAN"
"USA","BISMARK ARCHIPELAGO","BORAM"
"USA","BISMARK ARCHIPELAGO","BORAM"
"USA","BISMARK ARCHIPELAGO","BORAM"
"USA","BISMARK ARCHIPELAGO","BORAM"
"USA","NEW GUINEA","KDMIATUM"
"USA","ITALY","COSENZA"
"USA","CHINA","CANTON"
"USA","BURMA","KAMAING"
"USA","CAROLINE ISLANDS","1 45 N 149 4"
"USA","BURMA","LAKCHANG GA"
"USA","BURMA","SHINGBAN"
"USA","BURMA","TARO"
"USA","BURMA","TARO"
"USA","ITALY","CASERTA"
"USA","ITALY","CASERTA"
"USA","ITALY","CASERTA"
"USA","ITALY","CASERTA"
"USA","ITALY","CASERTA"
"USA","ITALY","CASERTA"
"USA","ITALY","CASERTA"
"USA","ITALY","CASERTA"
"USA","ITALY","BENEVENTO"
"USA","ITALY","BENEVENTO"
"USA","ITALY","BENEVENTO"
"USA","ITALY","BENEVENTO"
"USA","ITALY","BENEVENTO"
"USA","ITALY","BENEVENTO"
"USA","ITALY","BENEVENTO"
"USA","ITALY","BENEVENTO"
"USA","NEW GUINEA","WALD BAY"
"USA","NEW GUINEA","BOGADJIM"
"USA","CELEBES ISLANDS","POMBELA A"
"USA","CELEBES ISLANDS","POMBELA A"
"USA","CELEBES ISLANDS","POMBELA A"
"USA","NEW GUINEA","BOGADJIM"
"USA","CELEBES ISLANDS","POMBELA A"
"USA","NEW GUINEA","BOGADJIM"
"USA","CELEBES ISLANDS","POMBELA A"
"USA","BISMARK ARCHIPELAGO","ROOKE ISLAND"
"GREAT BRITAIN","GREECE","CROTONE"
"USA","BURMA","RANGOON"
"USA","ITALY","AVERSA"
"USA","ITALY","AVERSA"
"USA","ITALY","AVERSA"
"USA","ITALY","AVERSA"
"USA","ITALY","CANCELLO"
"USA","ITALY","CANCELLO"
"USA","ITALY","CANCELLO"
"USA","ITALY","CANCELLO"
"USA","CAROLINE ISLANDS","WOLEAI ISLAND"
"USA","BURMA","BILUMYO"
"USA","MARIANAS ISLANDS","TINIAN"
"USA","CELEBES ISLANDS","NAMLEA"
"USA","NEW GUINEA","SINGARIN"
"USA","BURMA","KALEWA"
"USA","CELEBES ISLANDS","NAMLEA"
"USA","CELEBES ISLANDS","AKESELAKA"
"USA","MARSHALL ISLANDS","6 03 N 169 4"
"USA","MARSHALL ISLANDS","JALUIT ATOLL"
"USA","CAROLINE ISLANDS","WOLEAI ISLAND"
"USA","CHINA","LILING"
"USA","BURMA","BILUMYO"
"USA","BURMA","MOHNYIN"
"USA","BURMA","KALEWA"
"USA","CELEBES ISLANDS","AKESELAKA"
"USA","CHINA","HONG KONG"
"USA","CELEBES ISLANDS","CERAM ISLAND"
"USA","CELEBES ISLANDS","AMAHAI"
"USA","CELEBES ISLANDS","AKESELAKA"
"USA","CAROLINE ISLANDS","TAGAULAP ISLAND"
"USA","MARIANAS ISLANDS","TINIAN"
"USA","MARIANAS ISLANDS","TINIAN"
"USA","MARIANAS ISLANDS","TINIAN"
"USA","MARIANAS ISLANDS","TINIAN"
"USA","NEW GUINEA","KAIRIRU"
"USA","NEW GUINEA","SAOERI"
"USA","CHINA","SINSHIH"
"USA","BURMA","PINHE"
"USA","CHINA","SINSHIH"
"USA","CELEBES ISLANDS","BOELA"
"USA","PALAU ISLANDS","NGESEBUS ISLAND"
"NEW ZEALAND","NEW IRELAND","S. NEW IRELAND SWEEP"
"USA","BURMA","MOHNYIN"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"GREAT BRITAIN","GERMANY","HAMBURG"
"USA","GERMANY","CITY TOT UNDER 6 TON"
"USA","GERMANY","CITY TOT UNDER 6 TON"
"USA","GERMANY","CITY TOT UNDER 6 TON"
"USA","GERMANY","CITY TOT UNDER 6 TON"
"GREAT BRITAIN","GERMANY","BREMEN"
"GREAT BRITAIN","GERMANY","WESEL"
"GREAT BRITAIN","GERMANY","WESEL"
"GREAT BRITAIN","GERMANY","WESEL"
"GREAT BRITAIN","GERMANY","WESEL"
"GREAT BRITAIN","GERMANY","HOMBURG"
"GREAT BRITAIN","GERMANY","STERKRADE"
"USA","ITALY","POLA"
"USA","ITALY","POLA"
"USA","ITALY","FIUME"
"USA","ITALY","FIUME"
"USA","ITALY","POLA"
"USA","ITALY","POLA"
"USA","ITALY","POLA"
"USA","ITALY","POLA"
"USA","ITALY","FIUME"
"USA","ITALY","FIUME"
"USA","YUGOSLAVIA","46 20 N 014 20 E"
"USA","ITALY","CHIUSAFORTE"
"USA","ITALY","CHIUSAFORTE"
"USA","ITALY","DOGNA VISOCCO"
"USA","ITALY","DOGNA VISOCCO"
"USA","ITALY","DOGNA VISOCCO"
"USA","ITALY","DOGNA VISOCCO"
"USA","ITALY","BRESSANONE"
"USA","ITALY","BRESSANONE"
"USA","ITALY","CREMA"
"USA","ITALY","CREMA"
"USA","ITALY","LAVIS"
"USA","ITALY","LAVIS"
"USA","ITALY","BRESSANONE"
"USA","ITALY","BRESSANONE"
"USA","ITALY","CHIUSAFORTE"
"USA","ITALY","CHIUSAFORTE"
"USA","ITALY","CREMA"
"USA","ITALY","CREMA"
"USA","ITALY","DOGNA VISOCCO"
"USA","ITALY","DOGNA VISOCCO"
"USA","ITALY","DOGNA VISOCCO"
"USA","ITALY","DOGNA VISOCCO"
"GREAT BRITAIN","UNKNOWN OR NOT INDICATED","UNIDENTIFIED"
"USA","NEW GUINEA","BUT"
"USA","NEW GUINEA","BUT"
"USA","BURMA","TABE"
"USA","BURMA","CHAUK"
"USA","BURMA","HAI HSENG"
"USA","FORMOSA AND RYUKYU ISLANDS","TAKAO"
"USA","FORMOSA AND RYUKYU ISLANDS","TAKAO"
"USA","FORMOSA AND RYUKYU ISLANDS","TAKAO"
"USA","PHILIPPINE ISLANDS","DACAD GULF"
"USA","BISMARK ARCHIPELAGO","TAWAU"
"USA","PHILIPPINE ISLANDS","MINDANAO"
"USA","PHILIPPINE ISLANDS","DACAD GULF"
"USA","VOLCANO AND BONIN ISLANDS","SURIBACHIYAMA"
"USA","VOLCANO AND BONIN ISLANDS","SURIBACHIYAMA"
"USA","VOLCANO AND BONIN ISLANDS","SURIBACHIYAMA"
"USA","VOLCANO AND BONIN ISLANDS","IWO JIMA"
"USA","VOLCANO AND BONIN ISLANDS","SURIBACHIYAMA"
"USA","PHILIPPINE ISLANDS","SAN FERNANDO PO"
"USA","MARCUS ISLANDS","MARCUS ISLAND"
"USA","VOLCANO AND BONIN ISLANDS","CHICHI JIMA"
"USA","VOLCANO AND BONIN ISLANDS","CHICHI JIMA"
"USA","PHILIPPINE ISLANDS","SAN FERNANDO"
"USA","BORNEO","MIRI"
"USA","PHILIPPINE ISLANDS","CORREGIDOR"
"USA","BORNEO","LABUAN"
"USA","ITALY","CANCELLO"
"USA","ITALY","CANCELLO"
"USA","ITALY","CANCELLO"
"USA","ITALY","CANCELLO"
"USA","ITALY","CANCELLO"
"USA","ITALY","CANCELLO"
"USA","ITALY","CANCELLO"
"USA","ITALY","CANCELLO"
"USA","ITALY","CANCELLO"
"USA","ITALY","CANCELLO"
"USA","ITALY","CANCELLO"
"USA","ITALY","CANCELLO"
"USA","ITALY","CANCELLO"
"USA","ITALY","CANCELLO"
"USA","ITALY","CANCELLO"
"USA","ITALY","CANCELLO"
"USA","ITALY","CANCELLO"
"USA","ITALY","CANCELLO"
"USA","ITALY","CANCELLO"
"USA","ITALY","CANCELLO"
"USA","ITALY","CANCELLO"
"USA","ITALY","CANCELLO"
"USA","ITALY","CANCELLO"
"USA","ITALY","CANCELLO"
"USA","BURMA","MASHIDARU"
"USA","CHINA","HANKON"
"USA","NEW GUINEA","DAGUA"
"USA","NEW GUINEA","BUT"
"USA","ITALY","SALERNO"
"USA","BURMA","MEIKTILA"
"USA","CELEBES ISLANDS","KENDAHI"
"USA","CELEBES ISLANDS","KENDAHI"
"USA","BISMARK ARCHIPELAGO","ADMIRALTY ISLAN"
"USA","BURMA","MAINGKWAN"
"USA","BISMARK ARCHIPELAGO","CAPE GLOUCESTER"
"USA","CHINA","TENGCHUNG"
"USA","BURMA","MONYWA"
"GREAT BRITAIN","GERMANY","HAMBURG"
"GREAT BRITAIN","GERMANY","HAMBURG"
"USA","FRANCE","BEAUVAIS"
"USA","FRANCE","BEAUVAIS"
"GREAT BRITAIN","GERMANY","LEVERKUSEN"
"GREAT BRITAIN","GERMANY","LEVERKUSEN"
"GREAT BRITAIN","GERMANY","LEVERKUSEN"
"GREAT BRITAIN","GERMANY","LEVERKUSEN"
"GREAT BRITAIN","GERMANY","LEVERKUSEN"
"GREAT BRITAIN","GERMANY","LEVERKUSEN"
"GREAT BRITAIN","GERMANY","LEVERKUSEN"
"GREAT BRITAIN","GERMANY","LEVERKUSEN"
"GREAT BRITAIN","GERMANY","LEVERKUSEN"
"GREAT BRITAIN","GERMANY","LEVERKUSEN"
"GREAT BRITAIN","GERMANY","LEVERKUSEN"
"GREAT BRITAIN","GERMANY","BRAUWEILER"
"GREAT BRITAIN","GERMANY","BRAUWEILER"
"GREAT BRITAIN","GERMANY","LEVERKUSEN"
"GREAT BRITAIN","GERMANY","LEVERKUSEN"
"GREAT BRITAIN","GERMANY","LEVERKUSEN"
"GREAT BRITAIN","GERMANY","LEVERKUSEN"
"GREAT BRITAIN","GERMANY","COLOGNE"
"GREAT BRITAIN","GERMANY","COLOGNE"
"USA","ITALY","SALERNO"
"USA","ITALY","SALERNO"
"USA","ITALY","SALERNO"
"USA","ITALY","SALERNO"
"USA","ITALY","SALERNO"
"USA","ITALY","SALERNO"
"USA","ITALY","SALERNO"
"USA","ITALY","SALERNO"
"USA","ITALY","SALERNO"
"USA","ITALY","SALERNO"
"USA","ITALY","SALERNO"
"USA","ITALY","SALERNO"
"USA","ITALY","BARI"
"USA","CELEBES ISLANDS","KENDAHI"
"USA","SOLOMON ISLANDS","VELLA LAVELLA"
"USA","JAVA","KELA"
"USA","ITALY","BATTIPAGLIA"
"USA","ITALY","BATTIPAGLIA"
"USA","ITALY","EBOLI"
"USA","NEW GUINEA","TAMIMBAR ISLAND"
"USA","BURMA","MYITNGE"
"USA","BISMARK ARCHIPELAGO","ROOKE ISLAND"
"USA","BURMA","MEIKTILA"
"USA","BURMA","MYITNGE"
"USA","BURMA","PAKOKKU"
"USA","BURMA","KYAUKSE"
"USA","BURMA","MYINGYAN"
"USA","BURMA","MYITNGE"
"GREAT BRITAIN","GERMANY","BERLIN"
"GREAT BRITAIN","GERMANY","BERLIN"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","GERMANY","MUNICH"
"USA","FRANCE","AMBRIERES"
"USA","FRANCE","AMBRIERES"
"USA","FRANCE","AMBRIERES"
"USA","FRANCE","AMBRIERES"
"USA","FRANCE","NANTES"
"USA","FRANCE","NANTES"
"USA","FRANCE","FORET DE LA GUERCHE"
"USA","FRANCE","FORET DE LA GUERCHE"
"USA","FRANCE","MAYENNE"
"USA","FRANCE","MAYENNE"
"USA","FRANCE","LES PONTS DE CE"
"USA","FRANCE","LES PONTS DE CE"
"USA","FRANCE","FORET DE LA GUERCHE"
"USA","FRANCE","FORET DE LA GUERCHE"
"USA","FRANCE","FORET DE LA GUERCHE"
"USA","FRANCE","FORET DE LA GUERCHE"
"USA","FRANCE","FORET DE LA GUERCHE"
"USA","FRANCE","MAYENNE"
"USA","FRANCE","MAYENNE"
"USA","PHILIPPINE ISLANDS","MINDANAO"
"USA","PHILIPPINE ISLANDS","BAYOMBONG"
"USA","PHILIPPINE ISLANDS","BAYOMBONG"
"USA","PHILIPPINE ISLANDS","BAYOMBONG"
"USA","PHILIPPINE ISLANDS","INFANTA"
"USA","PHILIPPINE ISLANDS","INFANTA"
"USA","PHILIPPINE ISLANDS","INFANTA"
"USA","PHILIPPINE ISLANDS","INFANTA"
"USA","PHILIPPINE ISLANDS","INFANTA"
"USA","PHILIPPINE ISLANDS","BATAAN"
"USA","PHILIPPINE ISLANDS","FORT STOTSENBUR"
"USA","PHILIPPINE ISLANDS","CORREGIDOR"
"USA","PHILIPPINE ISLANDS","CORREGIDOR"
"USA","BURMA","ELA"
"NEW ZEALAND","SOLOMON ISLANDS","BANIU HARBOR"
"USA","FORMOSA AND RYUKYU ISLANDS","TAKAO"
"USA","BURMA","KEHSI MANSAM"
"USA","BURMA","MAN SAM"
"USA","FORMOSA AND RYUKYU ISLANDS","TAKAO"
"USA","FORMOSA AND RYUKYU ISLANDS","TAKAO"
"USA","FORMOSA AND RYUKYU ISLANDS","TAKAO"
"USA","PHILIPPINE ISLANDS","BAGAC"
"USA","PHILIPPINE ISLANDS","BAGAC"
"USA","PHILIPPINE ISLANDS","BATAAN"
"USA","NEW GUINEA","WEWAK"
"USA","PHILIPPINE ISLANDS","CABUYO"
"USA","BURMA","MONGLONG"
"USA","BURMA","TAUNGDWINGYI"
"USA","BURMA","NAMSANG"
"NEW ZEALAND","SOLOMON ISLANDS","BANIU HARBOR"
"USA","JAPAN","SHINKAWA"
"USA","JAPAN","TOYOHASHI"
"USA","JAPAN","ARAI"
"USA","JAPAN","MAISAKA"
"USA","FORMOSA AND RYUKYU ISLANDS","TAKAO"
"USA","PHILIPPINE ISLANDS","BATAAN"
"USA","PHILIPPINE ISLANDS","BATAAN"
"USA","BURMA","MYOTHA"
"USA","CELEBES ISLANDS","MANADO"
"USA","BORNEO","LABUAN"
"USA","BURMA","MADAYA"
"USA","PHILIPPINE ISLANDS","ANTIPOLO"
"USA","BURMA","CHAUK"
"USA","CHINA","SOUTH CHINA SEA"
"USA","BURMA","MONGLONG"
"USA","CHINA","KIUKIANG"
"USA","BURMA","MANKYAWNG"
"USA","BURMA","LASHIO"
"USA","BURMA","MAN PYEN"
"USA","BURMA","MAN PYEN"
"USA","BURMA","MAN PYEN"
"USA","BURMA","HSIPAW"
"USA","BURMA","LASHIO"
"USA","BURMA","MYITSON"
"USA","BURMA","MYITSON"
"USA","BURMA","PANG PO"
"USA","BURMA","MYITSON"
"USA","BURMA","MYITSON"
"USA","PHILIPPINE ISLANDS","BATAAN"
"USA","CHINA","LO HOCHAI"
"USA","FORMOSA AND RYUKYU ISLANDS","MAKO HARBOR"
"USA","JAPAN","OSAKA"
"USA","JAPAN","OSAKA"
"NEW ZEALAND","NEW IRELAND","KAVIENG SWEEP"
"USA","CHINA","NANKING"
"USA","CHINA","NANKING"
"USA","CHINA","22 40 N 115 4"
"USA","JAPAN","TOKYO"
"USA","JAPAN","TOKYO"
"USA","JAPAN","TOKYO"
"USA","JAPAN","TOKYO"
"USA","JAPAN","KAWASAKI"
"USA","JAPAN","SHIZUOKA"
"USA","JAPAN","TOYOHASHI"
"USA","JAPAN","TOKYO"
"USA","CAROLINE ISLANDS","TRUK MOEN ISLE"
"USA","VOLCANO AND BONIN ISLANDS","CHICHI JIMA"
"USA","MARIANAS ISLANDS","PAGAN ISLAND"
"USA","VOLCANO AND BONIN ISLANDS","CHICHI JIMA"
"USA","FORMOSA AND RYUKYU ISLANDS","TORISHIMA"
"USA","MARIANAS ISLANDS","PAGAN ISLAND"
"USA","VOLCANO AND BONIN ISLANDS","CHICHI JIMA"
"USA","FORMOSA AND RYUKYU ISLANDS","TORISHIMA"
"USA","FORMOSA AND RYUKYU ISLANDS","OKAYAMA"
"USA","FORMOSA AND RYUKYU ISLANDS","OKAYAMA"
"USA","AUSTRIA","SALZBURG"
"USA","AUSTRIA","LINZ"
"USA","AUSTRIA","LINZ"
"USA","AUSTRIA","LINZ"
"USA","AUSTRIA","LINZ"
"USA","AUSTRIA","LINZ"
"GREAT BRITAIN","GERMANY","EISENACH"
"GREAT BRITAIN","GERMANY","GOTHA"
"USA","AUSTRIA","LINZ"
"USA","AUSTRIA","LINZ"
"USA","AUSTRIA","LINZ"
"USA","GERMANY","BURGEN"
